Year;Date;Month;Region;Ocurrence
2006;01-01-2006;JULIO;VII;0
2006;01-01-2006;JULIO;VIII;1
2006;01-01-2006;JULIO;IX;0
2006;01-01-2006;JULIO;XIV;0
2006;01-01-2006;JULIO;X;0
2006;01-01-2006;JULIO;XI;0
2006;01-01-2006;JULIO;XII;0
2006;01-01-2006;AGOSTO;III;2
2006;01-01-2006;AGOSTO;IV;0
2006;01-01-2006;AGOSTO;V;0
2006;01-01-2006;AGOSTO;RM;0
2006;01-01-2006;AGOSTO;VI;0
2006;01-01-2006;AGOSTO;VII;0
2006;01-01-2006;AGOSTO;VIII;0
2006;01-01-2006;AGOSTO;IX;0
2006;01-01-2006;AGOSTO;XIV;0
2006;01-01-2006;AGOSTO;X;0
2006;01-01-2006;AGOSTO;XI;0
2006;01-01-2006;AGOSTO;XII;0
2006;01-01-2006;SEPTIEMBRE;III;1
2006;01-01-2006;SEPTIEMBRE;IV;0
2006;01-01-2006;SEPTIEMBRE;V;4
2006;01-01-2006;SEPTIEMBRE;RM;0
2006;01-01-2006;SEPTIEMBRE;VI;0
2006;01-01-2006;SEPTIEMBRE;VII;0
2006;01-01-2006;SEPTIEMBRE;VIII;28
2006;01-01-2006;SEPTIEMBRE;IX;2
2006;01-01-2006;SEPTIEMBRE;XIV;0
2006;01-01-2006;SEPTIEMBRE;X;0
2006;01-01-2006;SEPTIEMBRE;XI;1
2006;01-01-2006;SEPTIEMBRE;XII;3
2006;01-01-2006;OCTUBRE;III;1
2006;01-01-2006;OCTUBRE;IV;0
2006;01-01-2006;OCTUBRE;V;4
2006;01-01-2006;OCTUBRE;RM;2
2006;01-01-2006;OCTUBRE;VI;1
2006;01-01-2006;OCTUBRE;VII;0
2006;01-01-2006;OCTUBRE;VIII;77
2006;01-01-2006;OCTUBRE;IX;7
2006;01-01-2006;OCTUBRE;XIV;4
2006;01-01-2006;OCTUBRE;X;1
2006;01-01-2006;OCTUBRE;XI;3
2006;01-01-2006;OCTUBRE;XII;5
2006;01-01-2006;NOVIEMBRE;III;3
2006;01-01-2006;NOVIEMBRE;IV;6
2006;01-01-2006;NOVIEMBRE;V;47
2006;01-01-2006;NOVIEMBRE;RM;81
2006;01-01-2006;NOVIEMBRE;VI;10
2006;01-01-2006;NOVIEMBRE;VII;16
2006;01-01-2006;NOVIEMBRE;VIII;142
2006;01-01-2006;NOVIEMBRE;IX;51
2006;01-01-2006;NOVIEMBRE;XIV;6
2006;01-01-2006;NOVIEMBRE;X;5
2006;01-01-2006;NOVIEMBRE;XI;0
2006;01-01-2006;NOVIEMBRE;XII;2
2006;01-01-2006;DICIEMBRE;III;3
2006;01-01-2006;DICIEMBRE;IV;11
2006;01-01-2006;DICIEMBRE;V;138
2006;01-01-2006;DICIEMBRE;RM;181
2006;01-01-2006;DICIEMBRE;VI;33
2006;01-01-2006;DICIEMBRE;VII;38
2006;01-01-2006;DICIEMBRE;VIII;208
2006;01-01-2006;DICIEMBRE;IX;93
2006;01-01-2006;DICIEMBRE;XIV;15
2006;01-01-2006;DICIEMBRE;X;43
2006;01-01-2006;DICIEMBRE;XI;10
2006;01-01-2006;DICIEMBRE;XII;2
2006;01-01-2006;ENERO;III;9
2006;01-01-2006;ENERO;IV;4
2006;01-01-2006;ENERO;V;237
2006;01-01-2006;ENERO;RM;165
2006;01-01-2006;ENERO;VI;43
2006;01-01-2006;ENERO;VII;138
2006;01-01-2006;ENERO;VIII;400
2006;01-01-2006;ENERO;IX;205
2006;01-01-2006;ENERO;XIV;11
2006;01-01-2006;ENERO;X;29
2006;01-01-2006;ENERO;XI;3
2006;01-01-2006;ENERO;XII;3
2006;01-01-2006;FEBRERO;III;9
2006;01-01-2006;FEBRERO;IV;14
2006;01-01-2006;FEBRERO;V;184
2006;01-01-2006;FEBRERO;RM;64
2006;01-01-2006;FEBRERO;VI;34
2006;01-01-2006;FEBRERO;VII;84
2006;01-01-2006;FEBRERO;VIII;584
2006;01-01-2006;FEBRERO;IX;273
2006;01-01-2006;FEBRERO;XIV;33
2006;01-01-2006;FEBRERO;X;78
2006;01-01-2006;FEBRERO;XI;14
2006;01-01-2006;FEBRERO;XII;4
2006;01-01-2006;MARZO;III;5
2006;01-01-2006;MARZO;IV;4
2006;01-01-2006;MARZO;V;187
2006;01-01-2006;MARZO;RM;103
2006;01-01-2006;MARZO;VI;33
2006;01-01-2006;MARZO;VII;110
2006;01-01-2006;MARZO;VIII;443
2006;01-01-2006;MARZO;IX;126
2006;01-01-2006;MARZO;XIV;2
2006;01-01-2006;MARZO;X;8
2006;01-01-2006;MARZO;XI;0
2006;01-01-2006;MARZO;XII;2
2006;01-01-2006;ABRIL;III;2
2006;01-01-2006;ABRIL;IV;0
2006;01-01-2006;ABRIL;V;60
2006;01-01-2006;ABRIL;RM;13
2006;01-01-2006;ABRIL;VI;8
2006;01-01-2006;ABRIL;VII;18
2006;01-01-2006;ABRIL;VIII;214
2006;01-01-2006;ABRIL;IX;83
2006;01-01-2006;ABRIL;XIV;0
2006;01-01-2006;ABRIL;X;0
2006;01-01-2006;ABRIL;XI;0
2006;01-01-2006;ABRIL;XII;0
2006;01-01-2006;MAYO;III;5
2006;01-01-2006;MAYO;IV;0
2006;01-01-2006;MAYO;V;5
2006;01-01-2006;MAYO;RM;20
2006;01-01-2006;MAYO;VI;14
2006;01-01-2006;MAYO;VII;0
2006;01-01-2006;MAYO;VIII;11
2006;01-01-2006;MAYO;IX;0
2006;01-01-2006;MAYO;XIV;0
2006;01-01-2006;MAYO;X;0
2006;01-01-2006;MAYO;XI;0
2006;01-01-2006;MAYO;XII;2
2006;01-01-2006;JUNIO;III;3
2006;01-01-2006;JUNIO;IV;0
2006;01-01-2006;JUNIO;V;0
2006;01-01-2006;JUNIO;RM;0
2006;01-01-2006;JUNIO;VI;0
2006;01-01-2006;JUNIO;VII;0
2006;01-01-2006;JUNIO;VIII;0
2006;01-01-2006;JUNIO;IX;0
2006;01-01-2006;JUNIO;XIV;0
2006;01-01-2006;JUNIO;X;0
2006;01-01-2006;JUNIO;XI;0
2006;01-01-2006;JUNIO;XII;0
2007;01-01-2007;JULIO;III;0
2007;01-01-2007;JULIO;IV;0
2007;01-01-2007;JULIO;V;1
2007;01-01-2007;JULIO;RM;0
2007;01-01-2007;JULIO;VI;0
2007;01-01-2007;JULIO;VII;0
2007;01-01-2007;JULIO;VIII;0
2007;01-01-2007;JULIO;IX;0
2007;01-01-2007;JULIO;XIV;0
2007;01-01-2007;JULIO;X;0
2007;01-01-2007;JULIO;XI;0
2007;01-01-2007;JULIO;XII;0
2007;01-01-2007;AGOSTO;III;0
2007;01-01-2007;AGOSTO;IV;0
2007;01-01-2007;AGOSTO;V;0
2007;01-01-2007;AGOSTO;RM;0
2007;01-01-2007;AGOSTO;VI;1
2007;01-01-2007;AGOSTO;VII;0
2007;01-01-2007;AGOSTO;VIII;0
2007;01-01-2007;AGOSTO;IX;0
2007;01-01-2007;AGOSTO;XIV;0
2007;01-01-2007;AGOSTO;X;0
2007;01-01-2007;AGOSTO;XI;0
2007;01-01-2007;AGOSTO;XII;0
2007;01-01-2007;SEPTIEMBRE;III;0
2007;01-01-2007;SEPTIEMBRE;IV;1
2007;01-01-2007;SEPTIEMBRE;V;0
2007;01-01-2007;SEPTIEMBRE;RM;0
2007;01-01-2007;SEPTIEMBRE;VI;2
2007;01-01-2007;SEPTIEMBRE;VII;0
2007;01-01-2007;SEPTIEMBRE;VIII;3
2007;01-01-2007;SEPTIEMBRE;IX;0
2007;01-01-2007;SEPTIEMBRE;XIV;0
2007;01-01-2007;SEPTIEMBRE;X;0
2007;01-01-2007;SEPTIEMBRE;XI;3
2007;01-01-2007;SEPTIEMBRE;XII;2
2007;01-01-2007;OCTUBRE;III;0
2007;01-01-2007;OCTUBRE;IV;1
2007;01-01-2007;OCTUBRE;V;14
2007;01-01-2007;OCTUBRE;RM;2
2007;01-01-2007;OCTUBRE;VI;0
2007;01-01-2007;OCTUBRE;VII;5
2007;01-01-2007;OCTUBRE;VIII;13
2007;01-01-2007;OCTUBRE;IX;3
2007;01-01-2007;OCTUBRE;XIV;0
2007;01-01-2007;OCTUBRE;X;0
2007;01-01-2007;OCTUBRE;XI;2
2007;01-01-2007;OCTUBRE;XII;0
2007;01-01-2007;NOVIEMBRE;III;0
2007;01-01-2007;NOVIEMBRE;IV;3
2007;01-01-2007;NOVIEMBRE;V;54
2007;01-01-2007;NOVIEMBRE;RM;90
2007;01-01-2007;NOVIEMBRE;VI;7
2007;01-01-2007;NOVIEMBRE;VII;28
2007;01-01-2007;NOVIEMBRE;VIII;173
2007;01-01-2007;NOVIEMBRE;IX;34
2007;01-01-2007;NOVIEMBRE;XIV;2
2007;01-01-2007;NOVIEMBRE;X;10
2007;01-01-2007;NOVIEMBRE;XI;0
2007;01-01-2007;NOVIEMBRE;XII;2
2007;01-01-2007;DICIEMBRE;III;0
2007;01-01-2007;DICIEMBRE;IV;11
2007;01-01-2007;DICIEMBRE;V;245
2007;01-01-2007;DICIEMBRE;RM;171
2007;01-01-2007;DICIEMBRE;VI;48
2007;01-01-2007;DICIEMBRE;VII;45
2007;01-01-2007;DICIEMBRE;VIII;243
2007;01-01-2007;DICIEMBRE;IX;79
2007;01-01-2007;DICIEMBRE;XIV;4
2007;01-01-2007;DICIEMBRE;X;2
2007;01-01-2007;DICIEMBRE;XI;3
2007;01-01-2007;DICIEMBRE;XII;4
2007;01-01-2007;ENERO;III;0
2007;01-01-2007;ENERO;IV;4
2007;01-01-2007;ENERO;V;248
2007;01-01-2007;ENERO;RM;116
2007;01-01-2007;ENERO;VI;54
2007;01-01-2007;ENERO;VII;85
2007;01-01-2007;ENERO;VIII;455
2007;01-01-2007;ENERO;IX;226
2007;01-01-2007;ENERO;XIV;20
2007;01-01-2007;ENERO;X;39
2007;01-01-2007;ENERO;XI;4
2007;01-01-2007;ENERO;XII;4
2007;01-01-2007;FEBRERO;III;0
2007;01-01-2007;FEBRERO;IV;2
2007;01-01-2007;FEBRERO;V;116
2007;01-01-2007;FEBRERO;RM;65
2007;01-01-2007;FEBRERO;VI;44
2007;01-01-2007;FEBRERO;VII;80
2007;01-01-2007;FEBRERO;VIII;491
2007;01-01-2007;FEBRERO;IX;320
2007;01-01-2007;FEBRERO;XIV;25
2007;01-01-2007;FEBRERO;X;78
2007;01-01-2007;FEBRERO;XI;7
2007;01-01-2007;FEBRERO;XII;1
2007;01-01-2007;MARZO;III;0
2007;01-01-2007;MARZO;IV;1
2007;01-01-2007;MARZO;V;101
2007;01-01-2007;MARZO;RM;62
2007;01-01-2007;MARZO;VI;38
2007;01-01-2007;MARZO;VII;39
2007;01-01-2007;MARZO;VIII;446
2007;01-01-2007;MARZO;IX;251
2007;01-01-2007;MARZO;XIV;10
2007;01-01-2007;MARZO;X;25
2007;01-01-2007;MARZO;XI;1
2007;01-01-2007;MARZO;XII;1
2007;01-01-2007;ABRIL;III;0
2007;01-01-2007;ABRIL;IV;1
2007;01-01-2007;ABRIL;V;62
2007;01-01-2007;ABRIL;RM;22
2007;01-01-2007;ABRIL;VI;29
2007;01-01-2007;ABRIL;VII;13
2007;01-01-2007;ABRIL;VIII;117
2007;01-01-2007;ABRIL;IX;60
2007;01-01-2007;ABRIL;XIV;9
2007;01-01-2007;ABRIL;X;4
2007;01-01-2007;ABRIL;XI;0
2007;01-01-2007;ABRIL;XII;0
2007;01-01-2007;MAYO;III;0
2007;01-01-2007;MAYO;IV;1
2007;01-01-2007;MAYO;V;30
2007;01-01-2007;MAYO;RM;3
2007;01-01-2007;MAYO;VI;10
2007;01-01-2007;MAYO;VII;0
2007;01-01-2007;MAYO;VIII;1
2007;01-01-2007;MAYO;IX;1
2007;01-01-2007;MAYO;XIV;0
2007;01-01-2007;MAYO;X;0
2007;01-01-2007;MAYO;XI;0
2007;01-01-2007;MAYO;XII;1
2007;01-01-2007;JUNIO;III;0
2007;01-01-2007;JUNIO;IV;0
2007;01-01-2007;JUNIO;V;3
2007;01-01-2007;JUNIO;RM;3
2007;01-01-2007;JUNIO;VI;2
2007;01-01-2007;JUNIO;VII;0
2007;01-01-2007;JUNIO;VIII;1
2007;01-01-2007;JUNIO;IX;0
2007;01-01-2007;JUNIO;XIV;0
2007;01-01-2007;JUNIO;X;0
2007;01-01-2007;JUNIO;XI;0
2007;01-01-2007;JUNIO;XII;0
2008;01-01-2008;JULIO;III;0
2008;01-01-2008;JULIO;IV;0
2008;01-01-2008;JULIO;V;0
2008;01-01-2008;JULIO;RM;3
2008;01-01-2008;JULIO;VI;2
2008;01-01-2008;JULIO;VII;0
2008;01-01-2008;JULIO;VIII;0
2008;01-01-2008;JULIO;IX;0
2008;01-01-2008;JULIO;XIV;0
2008;01-01-2008;JULIO;X;0
2008;01-01-2008;JULIO;XI;1
2008;01-01-2008;JULIO;XII;0
2008;01-01-2008;AGOSTO;III;0
2008;01-01-2008;AGOSTO;IV;0
2008;01-01-2008;AGOSTO;V;1
2008;01-01-2008;AGOSTO;RM;0
2008;01-01-2008;AGOSTO;VI;0
2008;01-01-2008;AGOSTO;VII;1
2008;01-01-2008;AGOSTO;VIII;3
2008;01-01-2008;AGOSTO;IX;0
2008;01-01-2008;AGOSTO;XIV;0
2008;01-01-2008;AGOSTO;X;0
2008;01-01-2008;AGOSTO;XI;0
2008;01-01-2008;AGOSTO;XII;1
2008;01-01-2008;SEPTIEMBRE;III;0
2008;01-01-2008;SEPTIEMBRE;IV;1
2008;01-01-2008;SEPTIEMBRE;V;6
2008;01-01-2008;SEPTIEMBRE;RM;1
2008;01-01-2008;SEPTIEMBRE;VI;2
2008;01-01-2008;SEPTIEMBRE;VII;2
2008;01-01-2008;SEPTIEMBRE;VIII;9
2008;01-01-2008;SEPTIEMBRE;IX;3
2008;01-01-2008;SEPTIEMBRE;XIV;0
2008;01-01-2008;SEPTIEMBRE;X;2
2008;01-01-2008;SEPTIEMBRE;XI;1
2008;01-01-2008;SEPTIEMBRE;XII;0
2008;01-01-2008;OCTUBRE;III;0
2008;01-01-2008;OCTUBRE;IV;2
2008;01-01-2008;OCTUBRE;V;49
2008;01-01-2008;OCTUBRE;RM;7
2008;01-01-2008;OCTUBRE;VI;9
2008;01-01-2008;OCTUBRE;VII;11
2008;01-01-2008;OCTUBRE;VIII;46
2008;01-01-2008;OCTUBRE;IX;6
2008;01-01-2008;OCTUBRE;XIV;0
2008;01-01-2008;OCTUBRE;X;2
2008;01-01-2008;OCTUBRE;XI;6
2008;01-01-2008;OCTUBRE;XII;1
2008;01-01-2008;NOVIEMBRE;III;0
2008;01-01-2008;NOVIEMBRE;IV;4
2008;01-01-2008;NOVIEMBRE;V;122
2008;01-01-2008;NOVIEMBRE;RM;39
2008;01-01-2008;NOVIEMBRE;VI;20
2008;01-01-2008;NOVIEMBRE;VII;29
2008;01-01-2008;NOVIEMBRE;VIII;269
2008;01-01-2008;NOVIEMBRE;IX;54
2008;01-01-2008;NOVIEMBRE;XIV;10
2008;01-01-2008;NOVIEMBRE;X;40
2008;01-01-2008;NOVIEMBRE;XI;5
2008;01-01-2008;NOVIEMBRE;XII;2
2008;01-01-2008;DICIEMBRE;III;0
2008;01-01-2008;DICIEMBRE;IV;6
2008;01-01-2008;DICIEMBRE;V;205
2008;01-01-2008;DICIEMBRE;RM;68
2008;01-01-2008;DICIEMBRE;VI;24
2008;01-01-2008;DICIEMBRE;VII;43
2008;01-01-2008;DICIEMBRE;VIII;394
2008;01-01-2008;DICIEMBRE;IX;125
2008;01-01-2008;DICIEMBRE;XIV;7
2008;01-01-2008;DICIEMBRE;X;52
2008;01-01-2008;DICIEMBRE;XI;5
2008;01-01-2008;DICIEMBRE;XII;2
2008;01-01-2008;ENERO;III;0
2008;01-01-2008;ENERO;IV;23
2008;01-01-2008;ENERO;V;211
2008;01-01-2008;ENERO;RM;59
2008;01-01-2008;ENERO;VI;51
2008;01-01-2008;ENERO;VII;76
2008;01-01-2008;ENERO;VIII;834
2008;01-01-2008;ENERO;IX;385
2008;01-01-2008;ENERO;XIV;38
2008;01-01-2008;ENERO;X;117
2008;01-01-2008;ENERO;XI;13
2008;01-01-2008;ENERO;XII;9
2008;01-01-2008;FEBRERO;III;0
2008;01-01-2008;FEBRERO;IV;3
2008;01-01-2008;FEBRERO;V;131
2008;01-01-2008;FEBRERO;RM;39
2008;01-01-2008;FEBRERO;VI;40
2008;01-01-2008;FEBRERO;VII;79
2008;01-01-2008;FEBRERO;VIII;809
2008;01-01-2008;FEBRERO;IX;460
2008;01-01-2008;FEBRERO;XIV;51
2008;01-01-2008;FEBRERO;X;220
2008;01-01-2008;FEBRERO;XI;17
2008;01-01-2008;FEBRERO;XII;4
2008;01-01-2008;MARZO;III;0
2008;01-01-2008;MARZO;IV;4
2008;01-01-2008;MARZO;V;63
2008;01-01-2008;MARZO;RM;28
2008;01-01-2008;MARZO;VI;33
2008;01-01-2008;MARZO;VII;52
2008;01-01-2008;MARZO;VIII;612
2008;01-01-2008;MARZO;IX;312
2008;01-01-2008;MARZO;XIV;14
2008;01-01-2008;MARZO;X;32
2008;01-01-2008;MARZO;XI;8
2008;01-01-2008;MARZO;XII;1
2008;01-01-2008;ABRIL;III;0
2008;01-01-2008;ABRIL;IV;0
2008;01-01-2008;ABRIL;V;55
2008;01-01-2008;ABRIL;RM;20
2008;01-01-2008;ABRIL;VI;21
2008;01-01-2008;ABRIL;VII;25
2008;01-01-2008;ABRIL;VIII;195
2008;01-01-2008;ABRIL;IX;67
2008;01-01-2008;ABRIL;XIV;0
2008;01-01-2008;ABRIL;X;5
2008;01-01-2008;ABRIL;XI;1
2008;01-01-2008;ABRIL;XII;1
2008;01-01-2008;MAYO;III;0
2008;01-01-2008;MAYO;IV;0
2008;01-01-2008;MAYO;V;7
2008;01-01-2008;MAYO;RM;3
2008;01-01-2008;MAYO;VI;11
2008;01-01-2008;MAYO;VII;4
2008;01-01-2008;MAYO;VIII;22
2008;01-01-2008;MAYO;IX;0
2008;01-01-2008;MAYO;XIV;0
2008;01-01-2008;MAYO;X;0
2008;01-01-2008;MAYO;XI;0
2008;01-01-2008;MAYO;XII;0
2008;01-01-2008;JUNIO;III;0
2008;01-01-2008;JUNIO;IV;0
2008;01-01-2008;JUNIO;V;0
2008;01-01-2008;JUNIO;RM;2
2008;01-01-2008;JUNIO;VI;5
2008;01-01-2008;JUNIO;VII;0
2008;01-01-2008;JUNIO;VIII;0
2008;01-01-2008;JUNIO;IX;0
2008;01-01-2008;JUNIO;XIV;0
2008;01-01-2008;JUNIO;X;0
2008;01-01-2008;JUNIO;XI;0
2008;01-01-2008;JUNIO;XII;0
2009;01-01-2009;JULIO;III;0
2009;01-01-2009;JULIO;IV;0
2009;01-01-2009;JULIO;V;0
2009;01-01-2009;JULIO;RM;0
2009;01-01-2009;JULIO;VI;0
2009;01-01-2009;JULIO;VII;0
2009;01-01-2009;JULIO;VIII;0
2009;01-01-2009;JULIO;IX;0
2009;01-01-2009;JULIO;XIV;0
2009;01-01-2009;JULIO;X;0
2009;01-01-2009;JULIO;XI;0
2009;01-01-2009;JULIO;XII;0
2009;01-01-2009;AGOSTO;III;0
2009;01-01-2009;AGOSTO;IV;0
2009;01-01-2009;AGOSTO;V;0
2009;01-01-2009;AGOSTO;RM;0
2009;01-01-2009;AGOSTO;VI;0
2009;01-01-2009;AGOSTO;VII;0
2009;01-01-2009;AGOSTO;VIII;0
2009;01-01-2009;AGOSTO;IX;0
2009;01-01-2009;AGOSTO;XIV;0
2009;01-01-2009;AGOSTO;X;1
2009;01-01-2009;AGOSTO;XI;0
2009;01-01-2009;AGOSTO;XII;0
2009;01-01-2009;SEPTIEMBRE;III;0
2009;01-01-2009;SEPTIEMBRE;IV;0
2009;01-01-2009;SEPTIEMBRE;V;1
2009;01-01-2009;SEPTIEMBRE;RM;0
2009;01-01-2009;SEPTIEMBRE;VI;0
2009;01-01-2009;SEPTIEMBRE;VII;3
2009;01-01-2009;SEPTIEMBRE;VIII;19
2009;01-01-2009;SEPTIEMBRE;IX;3
2009;01-01-2009;SEPTIEMBRE;XIV;1
2009;01-01-2009;SEPTIEMBRE;X;6
2009;01-01-2009;SEPTIEMBRE;XI;2
2009;01-01-2009;SEPTIEMBRE;XII;2
2009;01-01-2009;OCTUBRE;III;0
2009;01-01-2009;OCTUBRE;IV;2
2009;01-01-2009;OCTUBRE;V;1
2009;01-01-2009;OCTUBRE;RM;6
2009;01-01-2009;OCTUBRE;VI;3
2009;01-01-2009;OCTUBRE;VII;4
2009;01-01-2009;OCTUBRE;VIII;55
2009;01-01-2009;OCTUBRE;IX;9
2009;01-01-2009;OCTUBRE;XIV;1
2009;01-01-2009;OCTUBRE;X;9
2009;01-01-2009;OCTUBRE;XI;4
2009;01-01-2009;OCTUBRE;XII;0
2009;01-01-2009;NOVIEMBRE;III;0
2009;01-01-2009;NOVIEMBRE;IV;3
2009;01-01-2009;NOVIEMBRE;V;58
2009;01-01-2009;NOVIEMBRE;RM;46
2009;01-01-2009;NOVIEMBRE;VI;13
2009;01-01-2009;NOVIEMBRE;VII;16
2009;01-01-2009;NOVIEMBRE;VIII;238
2009;01-01-2009;NOVIEMBRE;IX;66
2009;01-01-2009;NOVIEMBRE;XIV;3
2009;01-01-2009;NOVIEMBRE;X;10
2009;01-01-2009;NOVIEMBRE;XI;2
2009;01-01-2009;NOVIEMBRE;XII;1
2009;01-01-2009;DICIEMBRE;III;0
2009;01-01-2009;DICIEMBRE;IV;12
2009;01-01-2009;DICIEMBRE;V;132
2009;01-01-2009;DICIEMBRE;RM;101
2009;01-01-2009;DICIEMBRE;VI;29
2009;01-01-2009;DICIEMBRE;VII;35
2009;01-01-2009;DICIEMBRE;VIII;414
2009;01-01-2009;DICIEMBRE;IX;131
2009;01-01-2009;DICIEMBRE;XIV;22
2009;01-01-2009;DICIEMBRE;X;85
2009;01-01-2009;DICIEMBRE;XI;11
2009;01-01-2009;DICIEMBRE;XII;4
2009;01-01-2009;ENERO;III;0
2009;01-01-2009;ENERO;IV;2
2009;01-01-2009;ENERO;V;164
2009;01-01-2009;ENERO;RM;114
2009;01-01-2009;ENERO;VI;60
2009;01-01-2009;ENERO;VII;73
2009;01-01-2009;ENERO;VIII;854
2009;01-01-2009;ENERO;IX;330
2009;01-01-2009;ENERO;XIV;75
2009;01-01-2009;ENERO;X;153
2009;01-01-2009;ENERO;XI;8
2009;01-01-2009;ENERO;XII;9
2009;01-01-2009;FEBRERO;III;0
2009;01-01-2009;FEBRERO;IV;10
2009;01-01-2009;FEBRERO;V;132
2009;01-01-2009;FEBRERO;RM;93
2009;01-01-2009;FEBRERO;VI;52
2009;01-01-2009;FEBRERO;VII;60
2009;01-01-2009;FEBRERO;VIII;578
2009;01-01-2009;FEBRERO;IX;211
2009;01-01-2009;FEBRERO;XIV;59
2009;01-01-2009;FEBRERO;X;58
2009;01-01-2009;FEBRERO;XI;0
2009;01-01-2009;FEBRERO;XII;8
2009;01-01-2009;MARZO;III;0
2009;01-01-2009;MARZO;IV;2
2009;01-01-2009;MARZO;V;105
2009;01-01-2009;MARZO;RM;45
2009;01-01-2009;MARZO;VI;40
2009;01-01-2009;MARZO;VII;41
2009;01-01-2009;MARZO;VIII;542
2009;01-01-2009;MARZO;IX;255
2009;01-01-2009;MARZO;XIV;36
2009;01-01-2009;MARZO;X;17
2009;01-01-2009;MARZO;XI;0
2009;01-01-2009;MARZO;XII;1
2009;01-01-2009;ABRIL;III;0
2009;01-01-2009;ABRIL;IV;0
2009;01-01-2009;ABRIL;V;48
2009;01-01-2009;ABRIL;RM;20
2009;01-01-2009;ABRIL;VI;18
2009;01-01-2009;ABRIL;VII;33
2009;01-01-2009;ABRIL;VIII;203
2009;01-01-2009;ABRIL;IX;66
2009;01-01-2009;ABRIL;XIV;1
2009;01-01-2009;ABRIL;X;0
2009;01-01-2009;ABRIL;XI;0
2009;01-01-2009;ABRIL;XII;0
2009;01-01-2009;MAYO;III;0
2009;01-01-2009;MAYO;IV;0
2009;01-01-2009;MAYO;V;1
2009;01-01-2009;MAYO;RM;1
2009;01-01-2009;MAYO;VI;0
2009;01-01-2009;MAYO;VII;0
2009;01-01-2009;MAYO;VIII;8
2009;01-01-2009;MAYO;IX;4
2009;01-01-2009;MAYO;XIV;0
2009;01-01-2009;MAYO;X;0
2009;01-01-2009;MAYO;XI;0
2009;01-01-2009;MAYO;XII;0
2009;01-01-2009;JUNIO;III;0
2009;01-01-2009;JUNIO;IV;0
2009;01-01-2009;JUNIO;V;0
2009;01-01-2009;JUNIO;RM;3
2009;01-01-2009;JUNIO;VI;0
2009;01-01-2009;JUNIO;VII;0
2009;01-01-2009;JUNIO;VIII;0
2009;01-01-2009;JUNIO;IX;0
2009;01-01-2009;JUNIO;XIV;0
2009;01-01-2009;JUNIO;X;0
2009;01-01-2009;JUNIO;XI;0
2009;01-01-2009;JUNIO;XII;0
2010;01-01-2010;JULIO;III;0
2010;01-01-2010;JULIO;IV;0
2010;01-01-2010;JULIO;V;2
2010;01-01-2010;JULIO;RM;0
2010;01-01-2010;JULIO;VI;0
2010;01-01-2010;JULIO;VII;0
2010;01-01-2010;JULIO;VIII;0
2010;01-01-2010;JULIO;IX;0
2010;01-01-2010;JULIO;XIV;0
2010;01-01-2010;JULIO;X;0
2010;01-01-2010;JULIO;XI;2
2010;01-01-2010;JULIO;XII;0
2010;01-01-2010;AGOSTO;III;0
2010;01-01-2010;AGOSTO;IV;0
2010;01-01-2010;AGOSTO;V;2
2010;01-01-2010;AGOSTO;RM;1
2010;01-01-2010;AGOSTO;VI;0
2010;01-01-2010;AGOSTO;VII;0
2010;01-01-2010;AGOSTO;VIII;0
2010;01-01-2010;AGOSTO;IX;0
2010;01-01-2010;AGOSTO;XIV;0
2010;01-01-2010;AGOSTO;X;0
2010;01-01-2010;AGOSTO;XI;0
2010;01-01-2010;AGOSTO;XII;0
2010;01-01-2010;SEPTIEMBRE;III;0
2010;01-01-2010;SEPTIEMBRE;IV;0
2010;01-01-2010;SEPTIEMBRE;V;0
2010;01-01-2010;SEPTIEMBRE;RM;0
2010;01-01-2010;SEPTIEMBRE;VI;2
2010;01-01-2010;SEPTIEMBRE;VII;1
2010;01-01-2010;SEPTIEMBRE;VIII;39
2010;01-01-2010;SEPTIEMBRE;IX;4
2010;01-01-2010;SEPTIEMBRE;XIV;5
2010;01-01-2010;SEPTIEMBRE;X;0
2010;01-01-2010;SEPTIEMBRE;XI;0
2010;01-01-2010;SEPTIEMBRE;XII;2
2010;01-01-2010;OCTUBRE;III;0
2010;01-01-2010;OCTUBRE;IV;3
2010;01-01-2010;OCTUBRE;V;9
2010;01-01-2010;OCTUBRE;RM;3
2010;01-01-2010;OCTUBRE;VI;1
2010;01-01-2010;OCTUBRE;VII;5
2010;01-01-2010;OCTUBRE;VIII;35
2010;01-01-2010;OCTUBRE;IX;10
2010;01-01-2010;OCTUBRE;XIV;0
2010;01-01-2010;OCTUBRE;X;1
2010;01-01-2010;OCTUBRE;XI;0
2010;01-01-2010;OCTUBRE;XII;1
2010;01-01-2010;NOVIEMBRE;III;0
2010;01-01-2010;NOVIEMBRE;IV;1
2010;01-01-2010;NOVIEMBRE;V;115
2010;01-01-2010;NOVIEMBRE;RM;48
2010;01-01-2010;NOVIEMBRE;VI;12
2010;01-01-2010;NOVIEMBRE;VII;2
2010;01-01-2010;NOVIEMBRE;VIII;54
2010;01-01-2010;NOVIEMBRE;IX;8
2010;01-01-2010;NOVIEMBRE;XIV;1
2010;01-01-2010;NOVIEMBRE;X;0
2010;01-01-2010;NOVIEMBRE;XI;0
2010;01-01-2010;NOVIEMBRE;XII;1
2010;01-01-2010;DICIEMBRE;III;0
2010;01-01-2010;DICIEMBRE;IV;3
